5ff554e1-3465-4a24-8877-5ad9937cbe81			ada bug pada protal PO	Close	70000001	Daniel	09-mar-2023	70001221 - Karuna Wulan Dewi	09-mar-2023	70001234	0			[ /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/d76cbb9f-a7db-47a3-a412-7f16e48a4273.jpeg,  /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/dummy.pdf]		70001234-Jonathan Albert	daniel@testing.com	""	Application Problem	Purchasing Portal	ada bug pada portal PO			Internal	Remote	sedang melakukan restart sever	dicoba kembali		1	2300000000000045			Whatsapp	Inbisco - Daan Mogot	ERP - SAP	Mayora Portal	tolong selesaikan	IT003	Inbisco - Daan Mogot	
69fb5423-98fd-47e8-a7c6-68fecde7cd23			Tidak bisa membuat GR (Good Receipt) untuk PO dengan nomor (PO : 1501475563) )	Open	helpdesk1	helpdesk1	09-mar-2023	helpdesk1 - helpdesk1	10-mar-2023	helpdesk1	0			[ /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/d76cbb9f-a7db-47a3-a412-7f16e48a4273.jpeg]		""	testing@testing.com	085156845984	Application Problem	Purchasing Portal	Tidak bisa membuat GR (Good Receipt) untuk PO dengan nomor (PO : 1501475563) )								1	2300000000000020			Whatsapp	Inbisco - Daan Mogot	ERP - SAP	Mayora Portal	Perbaiki bug	IT003	Inbisco - Daan Mogot	
1cc80df3-b09a-46d9-b67a-c8a2ad0d6142			testing	Pending	helpdesk1	helpdesk1	09-mar-2023	helpdesk1 - helpdesk1	10-mar-2023	helpdesk1	0			[ /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/d76cbb9f-a7db-47a3-a412-7f16e48a4273.jpeg,  /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/dummy.pdf]			testing@testing.com	085789456124											1	2300000000000025				Inbisco - Daan Mogot					Inbisco - Daan Mogot	
29cd72fb-c2f5-4c42-8442-4a43e60e8615			testing	Pending	helpdesk1	helpdesk1	09-mar-2023	helpdesk1 - helpdesk1	10-mar-2023	helpdesk1	0			[ /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/d76cbb9f-a7db-47a3-a412-7f16e48a4273.jpeg,  /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/dummy.pdf]			testing@testing.com	085789456123											1	2300000000000024				Inbisco - Daan Mogot					Inbisco - Daan Mogot	
151ae905-1e29-4dc7-af16-1dca0473ac54			Masalah pada modul GoodReceipt	Pending	70001234	Jonathan Albert Purnawan	09-mar-2023	helpdesk1 - helpdesk1	10-mar-2023	helpdesk1	0			[ /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/d76cbb9f-a7db-47a3-a412-7f16e48a4273.jpeg]			albertpurnawan1@gmail.com	085156845984											1	2300000000000023				Inbisco - Daan Mogot					Inbisco - Daan Mogot	
4bd7af23-26af-420f-8c65-01ad25e6ecaa			Tidak bisa membuat GR (Good Receipt) untuk PO dengan nomor (PO : 1501475563) )	Close	70001234	Jonathan Albert Purnawan	09-mar-2023	helpdesk1 - helpdesk1	10-mar-2023	it1	0			[ /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/d76cbb9f-a7db-47a3-a412-7f16e48a4273.jpeg]		it1-it1	albertpurnawan1@gmail.com	085156845984	Application Problem	Purchasing Portal	bugs pada portal purchasing 			External	Onsite	kendala terjadi ketika sedang restart server	dicoba kembali		1	2300000000000022			Whatsapp	Inbisco - Daan Mogot	ERP - SAP	Mayora Portal	perbaiki bug 	IT003	Inbisco - Daan Mogot	
753f1c6e-d89d-4dee-b76a-552fc56bf86a			bug pada portal PO	Close	70000001	Daniel	09-mar-2023	70001221 - Karuna Wulan Dewi	09-mar-2023	70001234	0			[ /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/d76cbb9f-a7db-47a3-a412-7f16e48a4273.jpeg,  /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/dummy.pdf]		70001234-Jonathan Albert	daniel@testing.com	""	Application Problem	Purchasing Portal	ada bug pada portal PO			Internal	Remote	masalah pada server	boleh dicoba kembali		1	2300000000000044			Whatsapp	Inbisco - Daan Mogot	ERP - SAP	Mayora Portal	tolong selesaikan	IT003	Inbisco - Daan Mogot	
b9175831-4530-4726-b7c0-520c550b9765			Ada bug pada portal mayora bagian purchasing	Close	70000001	Daniel	09-mar-2023	70001221 - Karuna Wulan Dewi	09-mar-2023	70001234	0			[ /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/d76cbb9f-a7db-47a3-a412-7f16e48a4273.jpeg,  /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/dummy.pdf]		70001234-Jonathan Albert	daniel@testing.com	085154882558	Application Problem	Purchasing Portal	ada bug pada portal mayora purchasing			Internal	Remote	kendala terjadi saat restart server	boleh dicoba akses kembali		1	2300000000000042			Whatsapp	Inbisco - Daan Mogot	ERP - SAP	Mayora Portal	Tolong diperbaiki	IT003	Inbisco - Daan Mogot	
9a02b525-b6b9-4edd-850f-ed511c106874			error pada portal mayora	Close	70000001	Daniel	09-mar-2023	70001221 - Karuna Wulan Dewi	09-mar-2023	70001234	0			[ /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/d76cbb9f-a7db-47a3-a412-7f16e48a4273.jpeg,  /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/dummy.pdf]		70001234-Jonathan Albert	daniel@testing.com	08123456789	Application Problem	Purchasing Portal	Bug pada PO sekian			Internal	Onsite	terjadi masalah dikarenakan melakukan proses pada saat restart server	dicoba kembali		1	2300000000000041			Whatsapp	Inbisco - Daan Mogot	ERP - SAP	Mayora Portal	tolong selesaikan bug diportal tersebut	IT003	Inbisco - Daan Mogot	
7d75fd1e-fcc4-42f4-b8e5-1bdf7f9b79ea			Bugs pada modul UPVA	Pending	70001234	Jonathan Albert Purnawan	09-mar-2023	helpdesk1 - helpdesk1	10-mar-2023	helpdesk1	0			[ /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/IMG_20230307_041058_1.jpg,  /data/user/0/com.example.helpdesk_skripsi/cache/file_picker/dummy.pdf]			albertpurnawan1@gmail.com	""											1	2300000000000019				Inbisco - Daan Mogot					Inbisco - Daan Mogot	
